Year,Engine HP,Engine Cylinders,Number of Doors,Vehicle Size,highway MPG,city mpg,Popularity,MSRP,Trans_Reg
2016,275,4,2,2,30,21,1385,25700,0
2016,275,4,2,2,30,21,1385,29800,0
2016,455,8,2,2,25,16,1385,43300,0
2016,455,8,2,2,25,16,1385,36300,0
2017,455,8,2,2,25,16,1385,42905,0
2017,455,8,2,2,25,16,1385,47905,0
2017,275,4,2,2,30,20,1385,35605,0
2017,275,4,2,2,31,22,1385,32600,1
2017,455,8,2,2,25,16,1385,41905,0
2017,455,8,2,2,25,16,1385,36905,0
2017,275,4,2,2,30,20,1385,30405,0
2017,275,4,2,2,31,22,1385,26600,1
2017,275,4,2,2,30,20,1385,25905,0
2017,650,8,2,2,20,14,1385,61140,0
2017,275,4,2,2,30,20,1385,31905,0
2017,650,8,2,2,20,14,1385,67140,0
2015,200,4,4,2,38,40,2031,29980,1
2015,200,4,4,2,38,40,2031,27995,1
2015,200,4,4,2,39,43,2031,26790,1
2016,200,4,4,2,38,40,2031,30140,1
2016,200,4,4,2,38,40,2031,27995,1
2016,200,4,4,2,39,43,2031,26790,1
2017,200,4,4,2,38,42,2031,26790,1
2017,200,4,4,2,37,40,2031,27995,1
2017,200,4,4,2,37,40,2031,30140,1
2006,157,4,2,2,30,20,2031,21855,1
2006,225,6,2,2,26,18,2031,26940,1
2006,225,6,2,2,27,18,2031,23355,1
2006,225,6,2,2,26,18,2031,30210,1
2006,157,4,2,2,30,21,2031,21025,0
2006,225,6,2,2,27,18,2031,21860,1
2006,157,4,2,2,30,20,2031,20360,1
2006,157,4,2,2,30,21,2031,19530,0
2006,225,6,2,2,27,18,2031,26405,1
2006,157,4,2,2,30,20,2031,23405,1
2007,155,4,2,2,31,21,2031,19930,0
2007,210,6,2,2,26,18,2031,29460,1
2007,210,6,2,2,26,18,2031,27190,1
2007,155,4,2,2,31,22,2031,20760,1
2007,155,4,2,2,31,22,2031,23030,1
2007,210,6,2,2,27,18,2031,24530,1
2007,155,4,2,2,31,22,2031,23905,1
2007,210,6,2,2,27,18,2031,26905,1
2007,210,6,2,2,26,18,2031,30460,1
2007,210,6,2,2,27,18,2031,22260,1
2007,155,4,2,2,31,21,2031,22200,0
2008,210,6,2,2,26,18,2031,27440,1
2008,155,4,2,2,31,22,2031,24155,1
2008,155,4,2,2,31,21,2031,22450,0
2008,210,6,2,2,27,18,2031,27155,1
2008,210,6,2,2,27,18,2031,22510,1
2008,210,6,2,2,26,18,2031,30710,1
2008,155,4,2,2,31,22,2031,21010,1
2008,210,6,2,2,27,18,2031,24780,1
2008,155,4,2,2,31,22,2031,23280,1
2008,210,6,2,2,26,18,2031,29710,1
2008,155,4,2,2,31,21,2031,20180,0
2015,178,4,4,2,35,25,2031,26150,1
2015,178,4,4,2,35,25,2031,26150,1
2015,268,6,4,2,31,21,2031,31370,1
2015,268,6,4,2,31,21,2031,31370,1
2015,178,4,4,2,35,25,2031,22970,1
2015,178,4,4,2,35,25,2031,23840,1
2016,178,4,4,2,35,25,2031,26310,1
2016,178,4,4,2,35,25,2031,23840,1
2016,178,4,4,2,35,25,2031,26310,1
2016,178,4,4,2,35,25,2031,25715,1
2016,178,4,4,2,35,25,2031,23070,1
2016,268,6,4,2,31,21,2031,31370,1
2016,268,6,4,2,31,21,2031,31370,1
2017,178,4,4,2,33,24,2031,23070,1
2017,178,4,4,2,33,24,2031,23840,1
2017,178,4,4,2,33,24,2031,26310,1
2017,268,6,4,2,30,21,2031,31370,1
2017,268,6,4,2,30,21,2031,31370,1
2017,178,4,4,2,33,24,2031,26310,1
2012,185,4,4,1,25,18,549,24685,1
2012,185,4,2,1,23,17,549,22385,1
2012,185,4,4,1,25,18,549,23040,1
2012,242,5,4,1,21,16,549,31790,1
2012,242,5,4,1,21,16,549,28610,1
2012,185,4,4,1,25,18,549,20840,1
2012,185,4,2,1,25,18,549,17490,0
2012,242,5,4,1,23,17,549,29145,1
2012,242,5,4,1,21,16,549,29125,1
2012,185,4,2,1,25,18,549,20455,1
2012,185,4,4,1,23,17,549,24435,1
2012,242,5,2,1,23,17,549,25305,1
2012,185,4,4,1,23,17,549,26485,1
2012,242,5,4,1,23,17,549,26470,1
2015,200,4,4,1,27,20,549,29730,1
2015,200,4,4,1,25,19,549,27935,1
2015,305,6,4,1,24,17,549,37250,1
2015,200,4,4,1,26,19,549,22650,0
2015,200,4,4,1,27,20,549,26595,1
2015,200,4,4,1,26,19,549,20995,0
2015,305,6,4,1,26,18,549,26725,1
2015,200,4,4,1,27,20,549,25205,1
2015,200,4,4,1,27,20,549,31650,1
2015,200,4,4,1,25,19,549,33855,1
2015,305,6,4,1,24,17,549,36950,1
2015,200,4,4,1,27,20,549,28535,1
2015,305,6,4,1,24,17,549,34310,1
2015,305,6,4,1,26,18,549,33420,1
2015,200,4,4,1,25,19,549,31145,1
2015,305,6,4,1,26,18,549,30055,1
2015,305,6,4,1,24,17,549,34010,1
2016,305,6,4,1,26,18,549,34280,1
2016,305,6,4,1,24,17,549,35020,1
2016,305,6,4,1,24,17,549,38110,1
2016,305,6,4,1,24,17,549,37810,1
2016,305,6,4,1,24,17,549,35665,1
2016,305,6,4,1,26,18,549,31540,1
2016,200,4,4,1,26,19,549,20955,0
2016,200,4,4,1,25,19,549,28595,1
2016,305,6,4,1,26,18,549,27385,1
2016,200,4,4,1,27,20,549,29245,1
2016,200,4,4,1,27,20,549,25865,1
2016,200,4,4,1,26,19,549,23310,0
2016,305,6,4,1,26,18,549,30765,1
2016,200,4,4,1,25,19,549,31855,1
2016,305,6,4,1,26,18,549,33460,1
2016,305,6,4,1,24,17,549,34720,1
2016,200,4,4,1,27,20,549,27305,1
1994,260,8,4,3,23,15,1385,2000,1
1994,200,8,4,3,24,16,1385,2000,1
1994,200,8,4,3,24,16,1385,2000,1
1995,200,8,4,3,24,16,1385,2000,1
1995,260,8,4,3,23,15,1385,2000,1
1996,260,8,4,3,24,15,1385,2000,1
1996,200,8,4,3,24,16,1385,2000,1
2013,180,4,4,2,28,20,1385,24155,1
2013,180,4,4,2,28,20,1385,29615,1
2013,180,4,4,2,28,20,1385,25770,1
2013,180,4,4,2,28,20,1385,24940,1
2014,180,4,4,2,28,20,1385,25145,1
2014,180,4,4,2,28,20,1385,24360,1
2014,180,4,4,2,28,20,1385,25975,1
2014,180,4,4,2,28,20,1385,29495,1
2015,180,4,4,2,28,20,1385,25985,1
2015,180,4,4,2,28,20,1385,29505,1
2015,180,4,4,2,28,20,1385,25155,1
2015,180,4,4,2,28,20,1385,24370,1
2005,150,4,4,3,24,17,1851,18380,1
2005,180,6,4,3,24,17,1851,19835,1
2005,180,6,4,3,24,17,1851,22225,1
2006,180,6,4,3,24,17,1851,20130,1
2006,150,4,4,3,24,17,1851,18630,1
2006,180,6,4,3,24,17,1851,22520,1
2007,170,6,4,1,24,17,1851,22995,1
2007,170,6,4,1,24,17,1851,20555,1
2007,150,4,4,1,24,17,1851,19055,1
2004,605,10,2,1,15,9,1715,440000,0
2005,605,10,2,1,15,9,1715,440000,0
2016,200,4,2,2,27,20,155,33065,1
2016,200,4,2,2,27,20,155,36065,1
2017,200,4,2,2,27,20,155,36065,1
2017,200,4,2,2,27,20,155,33065,1
2017,200,4,2,2,27,20,155,37065,1
1999,200,6,4,2,23,16,1624,2066,1
2000,200,6,4,2,23,16,1624,2103,1
2000,200,6,4,2,23,16,1624,2241,1
2001,200,6,4,2,22,16,1624,31305,1
2003,140,4,4,1,30,22,1385,14230,0
2003,140,4,2,1,30,22,1385,14030,0
2003,140,4,4,1,30,22,1385,15730,0
2003,140,4,4,1,30,22,1385,17030,0
2003,140,4,2,1,30,22,1385,16830,0
2003,140,4,2,1,30,22,1385,15530,0
2004,140,4,2,1,33,23,1385,17410,0
2004,140,4,4,1,33,23,1385,16105,0
2004,140,4,4,1,33,23,1385,14435,0
2004,140,4,2,1,33,23,1385,15905,0
2004,140,4,2,1,33,23,1385,14235,0
2004,140,4,4,1,33,23,1385,17610,0
2004,140,4,2,1,33,23,1385,10135,0
2005,140,4,4,1,33,23,1385,16290,0
2005,140,4,4,1,33,23,1385,14610,0
2005,140,4,2,1,33,23,1385,16090,0
2005,140,4,2,1,33,23,1385,17510,0
2005,140,4,4,1,33,23,1385,17710,0
2005,140,4,2,1,33,23,1385,14410,0
2005,140,4,2,1,33,23,1385,10325,0
2015,420,6,4,2,24,17,1715,74100,1
2015,520,8,4,2,21,14,1715,113600,1
2015,240,6,4,2,29,20,1715,61700,1
2016,440,6,4,2,23,16,1715,95500,1
2016,420,6,4,2,24,17,1715,74800,1
2016,520,8,4,2,21,14,1715,114700,1
2016,300,6,4,2,24,19,1715,58300,1
2016,570,8,4,2,21,14,1715,157300,1
2016,240,6,4,2,29,20,1715,62300,1
2017,520,8,4,2,21,14,1715,116500,1
2017,300,6,4,2,24,18,1715,59600,1
2017,440,6,4,2,23,16,1715,97200,1
2017,570,8,4,2,21,14,1715,159600,1
2017,420,6,4,2,24,17,1715,76200,1
2006,295,6,2,1,26,18,1715,58900,0
2014,275,6,2,1,30,20,1715,52600,0
2014,325,6,2,1,28,20,1715,63800,0
2015,325,6,2,1,28,20,1715,63800,0
2015,340,6,2,1,26,19,1715,75200,0
2015,275,6,2,1,30,20,1715,52600,0
2016,325,6,2,1,28,20,1715,64100,0
2016,340,6,2,1,26,19,1715,75200,0
2016,275,6,2,1,30,20,1715,52600,0
2015,200,4,4,2,32,21,873,34275,0
2015,200,4,4,2,31,22,873,34095,1
2015,200,4,4,2,32,21,873,32995,0
2015,280,6,4,2,25,17,873,43575,1
2015,200,4,4,2,32,21,873,32995,0
2015,200,4,4,2,31,22,873,38085,1
2015,200,4,4,2,31,22,873,35375,1
2015,200,4,4,2,31,22,873,35375,1
2015,200,4,4,2,31,22,873,38085,1
2015,200,4,4,2,31,22,873,34095,1
2015,200,4,4,2,32,21,873,34275,0
2016,200,4,4,2,31,22,873,32670,1
2016,200,4,4,2,32,21,873,34655,0
2016,200,4,4,2,31,22,873,35755,1
2016,200,4,4,2,31,22,873,37820,1
2016,280,6,4,2,25,17,873,44355,1
2016,200,4,4,2,31,22,873,37820,1
2016,200,4,4,2,31,22,873,37820,1
2016,200,4,4,2,31,22,873,34475,1
2016,200,4,4,2,31,22,873,34475,1
2016,200,4,4,2,31,22,873,37820,1
2016,200,4,4,2,32,21,873,31570,0
2016,200,4,4,2,31,22,873,32670,1
2016,200,4,4,2,32,21,873,34655,0
2016,200,4,4,2,32,21,873,31570,0
2016,200,4,4,2,31,22,873,35755,1
2017,200,4,4,2,31,22,873,37820,1
2017,200,4,4,2,31,22,873,37820,1
2017,200,4,4,2,31,22,873,34475,1
2017,200,4,4,2,31,22,873,37820,1
2017,200,4,4,2,31,22,873,37820,1
2017,200,4,4,2,31,22,873,34475,1
1990,135,6,4,2,27,17,1385,2000,1
1990,110,4,4,2,29,20,1385,2000,1
2003,140,4,2,1,33,25,2031,18140,1
2003,180,4,2,1,29,20,2031,22005,0
2003,180,4,2,1,27,20,2031,22705,1
2003,140,4,2,1,30,23,2031,17340,0
2004,140,4,2,1,30,23,2031,19535,0
2004,180,4,2,1,28,22,2031,22935,1
2004,180,4,2,1,28,22,2031,24810,1
2004,180,4,2,1,30,21,2031,22235,0
2004,140,4,2,1,33,25,2031,18370,1
2004,140,4,2,1,30,23,2031,17570,0
2004,140,4,2,1,33,25,2031,20335,1
2004,180,4,2,1,30,21,2031,24110,0
2005,140,4,2,1,30,23,2031,17670,0
2005,180,4,2,1,30,21,2031,22335,0
2005,180,4,2,1,28,22,2031,23035,1
2005,140,4,2,1,33,25,2031,18470,1
2003,175,6,4,2,26,18,155,21235,1
2004,175,6,4,2,27,18,155,21815,1
2005,175,6,4,2,27,18,155,22040,1
2015,375,8,2,3,23,15,1851,31995,0
2015,485,8,2,3,23,14,1851,42595,0
2015,375,8,2,3,23,15,1851,35795,0
2015,485,8,2,3,23,14,1851,37995,0
2015,305,6,2,3,30,19,1851,29995,1
2015,375,8,2,3,23,15,1851,38795,0
2015,707,8,2,3,22,13,1851,58295,0
2015,485,8,2,3,23,14,1851,45695,0
2015,375,8,2,3,23,15,1851,34995,0
2015,305,6,2,3,30,19,1851,26995,1
2016,375,8,2,3,23,15,1851,31995,0
2016,485,8,2,3,23,14,1851,49195,0
2016,305,6,2,3,30,19,1851,29995,1
2016,485,8,2,3,23,14,1851,37995,0
2016,375,8,2,3,23,15,1851,34995,0
2016,375,8,2,3,23,15,1851,38995,0
2016,305,6,2,3,30,19,1851,26995,1
2016,707,8,2,3,21,13,1851,65945,1
2016,485,8,2,3,23,14,1851,42795,0
2016,375,8,2,3,23,15,1851,35995,0
2017,375,8,2,3,23,15,1851,35890,0
2017,485,8,2,3,23,14,1851,37995,0
2017,485,8,2,3,23,14,1851,49195,0
2017,375,8,2,3,23,15,1851,36890,0
2017,707,8,2,3,21,13,1851,62495,0
2017,375,8,2,3,23,15,1851,32890,0
2017,305,6,2,3,30,19,1851,26995,1
2017,375,8,2,3,23,15,1851,39890,0
2017,485,8,2,3,23,14,1851,42795,0
2017,305,6,2,3,30,19,1851,29995,1
2017,485,8,2,3,23,14,1851,43995,0
2017,375,8,2,3,23,15,1851,37390,0
2017,375,8,2,3,23,15,1851,40140,0
2015,485,8,4,3,25,15,1851,47995,1
2015,485,8,4,3,25,15,1851,39995,1
2015,707,8,4,3,22,13,1851,62295,1
2015,370,8,4,3,25,16,1851,33595,1
2015,292,6,4,3,31,19,1851,27995,1
2015,370,8,4,3,25,16,1851,36595,1
2015,292,6,4,3,27,18,1851,32995,1
2015,292,6,4,3,27,18,1851,30995,1
2015,292,6,4,3,31,19,1851,29995,1
2016,292,6,4,3,31,19,1851,27995,1
2016,707,8,4,3,22,13,1851,65945,1
2016,292,6,4,3,31,19,1851,29995,1
2016,485,8,4,3,25,15,1851,39995,1
2016,485,8,4,3,25,15,1851,50995,1
2016,370,8,4,3,25,16,1851,36895,1
2016,292,6,4,3,31,19,1851,31995,1
2016,370,8,4,3,25,16,1851,33895,1
2016,292,6,4,3,31,19,1851,30245,1
2017,292,6,4,3,30,19,1851,27995,1
2017,370,8,4,3,25,16,1851,34790,1
2017,485,8,4,3,25,15,1851,51145,1
2017,707,8,4,3,22,13,1851,65945,1
2017,292,6,4,3,27,18,1851,30245,1
2017,292,6,4,3,30,19,1851,29995,1
2017,370,8,4,3,25,16,1851,39890,1
2017,485,8,4,3,25,15,1851,44995,1
2017,292,6,4,3,27,18,1851,31995,1
2017,485,8,4,3,25,15,1851,39995,1
1996,195,6,3,2,17,14,1385,2000,1
1996,195,6,3,2,17,14,1385,2000,1
1996,195,6,3,3,17,14,1385,2000,1
1997,200,6,3,3,17,14,1385,2000,1
1997,200,6,3,2,17,14,1385,2000,1
1997,200,6,3,2,17,14,1385,2000,1
1998,200,6,3,2,18,13,1385,2050,1
1998,200,6,3,2,18,13,1385,2052,1
1998,200,6,3,3,18,13,1385,2116,1
1995,160,6,4,2,26,17,26,2000,1
1996,120,4,4,2,29,21,26,2000,1
1996,160,6,4,2,26,18,26,2000,1
1998,168,6,4,2,25,17,1013,2107,1
1999,168,6,4,2,25,17,1013,2202,1
2000,168,6,4,2,24,16,1013,2373,1
2015,131,4,4,1,26,24,1385,23515,1
2015,131,4,4,1,26,24,1385,21955,1
2016,131,4,4,1,26,24,1385,23515,1
2016,131,4,4,1,26,24,1385,21955,1
2017,131,4,4,1,26,24,1385,22405,1
2017,131,4,4,1,26,24,1385,23515,1
1990,62,4,2,1,44,36,2202,2000,0
1990,108,4,2,1,30,24,2202,2000,0
1990,92,4,2,1,32,27,2202,2000,0
1991,108,4,2,1,30,24,2202,2000,0
1991,92,4,2,1,33,27,2202,2000,0
1991,62,4,2,1,44,36,2202,2000,0
1995,102,4,2,1,37,30,2202,2000,0
1995,125,4,2,1,32,25,2202,2000,0
1995,160,4,2,1,27,23,2202,2033,0
1996,106,4,2,1,35,29,2202,2000,0
1996,160,4,2,1,27,23,2202,2213,0
1996,125,4,2,1,33,26,2202,2108,0
1997,160,4,2,1,27,23,2202,2410,0
1997,106,4,2,1,35,28,2202,2142,0
1997,127,4,2,1,33,26,2202,2322,0
2015,143,4,4,1,39,30,2202,24340,1
2015,143,4,4,1,41,31,2202,20040,1
2015,143,4,4,1,39,30,2202,19990,1
2015,205,4,4,1,31,22,2202,24590,0
2015,110,4,4,1,47,44,2202,27435,1
2015,205,4,2,1,31,22,2202,23090,0
2015,143,4,2,1,36,28,2202,20390,0
2015,205,4,2,1,31,22,2202,22890,0
2015,143,4,4,1,39,30,2202,21190,1
2015,110,4,4,1,47,44,2202,25935,1
2015,205,4,2,1,31,22,2202,24390,0
2015,143,4,4,1,39,30,2202,22840,1
2015,205,4,4,1,31,22,2202,23290,0
2015,110,4,4,1,38,27,2202,26740,1
2015,110,4,4,1,47,44,2202,26235,1
2015,110,4,4,1,47,44,2202,24735,1
2015,143,4,4,1,39,30,2202,19290,1
2015,143,4,2,1,38,29,2202,21190,1
2015,143,4,2,1,38,29,2202,24140,1
2015,143,4,2,1,36,28,2202,18290,0
2015,143,4,4,1,36,28,2202,18490,0
2015,205,4,2,1,31,22,2202,24590,0
2015,110,4,4,1,38,27,2202,29390,1
2015,143,4,2,1,38,29,2202,22640,1
2015,205,4,4,1,31,22,2202,23090,0
2015,143,4,2,1,39,30,2202,19090,1
2016,174,4,2,1,41,31,2202,26125,1
2016,174,4,2,1,41,31,2202,23425,1
2016,174,4,4,2,42,31,2202,26500,1
2016,174,4,2,1,41,31,2202,22300,1
2016,158,4,4,2,40,27,2202,18640,0
2016,158,4,4,2,41,31,2202,22040,1
2016,174,4,4,2,42,31,2202,22200,1
2016,158,4,4,2,41,31,2202,21040,1
2016,158,4,2,1,41,30,2202,20850,1
2016,174,4,4,2,42,31,2202,24700,1
2016,158,4,2,1,38,26,2202,19050,0
2016,158,4,4,2,41,31,2202,19440,1
2016,174,4,4,2,42,31,2202,23700,1
2016,174,4,4,2,42,31,2202,23200,1
2016,158,4,4,2,41,31,2202,20440,1
2016,174,4,4,2,42,31,2202,24700,1
2016,158,4,2,1,41,30,2202,19850,1
2017,174,4,4,1,39,30,2202,19700,0
2017,180,4,4,1,39,30,2202,21300,0
2017,174,4,4,1,40,31,2202,25300,1
2017,174,4,4,1,40,31,2202,22800,1
2017,174,4,4,1,40,31,2202,20500,1
2017,180,4,4,1,36,30,2202,22100,1
2017,174,4,4,2,42,32,2202,26600,1
2017,174,4,2,1,40,31,2202,26225,1
2017,174,4,4,2,42,32,2202,22300,1
2017,174,4,2,1,40,31,2202,23525,1
2017,174,4,4,2,42,32,2202,23800,1
2017,174,4,4,2,42,31,2202,21500,0
2017,158,4,4,2,40,31,2202,20540,1
2017,158,4,4,2,40,28,2202,18740,0
2017,158,4,2,1,39,30,2202,20950,1
2017,174,4,2,1,40,31,2202,22400,1
2017,174,4,4,2,42,32,2202,23300,1
2017,174,4,4,2,42,32,2202,24800,1
2017,158,4,4,2,40,31,2202,19540,1
2017,158,4,4,2,40,31,2202,21140,1
2017,158,4,2,1,39,28,2202,19150,0
2017,158,4,4,2,40,31,2202,22140,1
2017,158,4,2,1,39,30,2202,19950,1
2017,174,4,4,2,42,32,2202,24800,1
2017,174,4,2,1,41,30,2202,21600,0
1997,200,6,2,3,18,14,1385,2949,0
1997,200,6,2,3,18,14,1385,2992,0
1997,200,6,2,3,20,15,1385,2529,0
1997,200,6,2,3,18,14,1385,2580,0
1997,230,8,2,3,19,14,1385,2668,0
1997,200,6,2,3,18,14,1385,2583,0
1997,200,6,2,3,20,15,1385,2637,0
1997,200,6,2,3,20,15,1385,2517,0
1997,230,8,2,3,17,11,1385,3046,0
1997,200,6,2,3,20,15,1385,2265,0
1997,200,6,2,3,18,14,1385,3046,0
1997,200,6,2,3,20,15,1385,2896,0
1997,230,8,2,3,19,14,1385,2891,0
1997,200,6,2,3,20,15,1385,2713,0
1997,230,8,2,3,17,11,1385,3120,0
1997,200,6,2,3,18,14,1385,2653,0
1997,200,6,2,3,18,14,1385,2541,0
1997,200,6,2,3,20,15,1385,2486,0
1997,200,6,2,3,20,15,1385,2268,0
1997,200,6,2,3,20,15,1385,2207,0
1997,200,6,2,3,18,14,1385,2925,0
1997,200,6,2,3,20,15,1385,2242,0
1997,200,6,2,3,20,15,1385,2554,0
1997,200,6,2,3,18,14,1385,3088,0
1997,200,6,2,3,18,14,1385,2749,0
1997,200,6,2,3,18,14,1385,3220,0
1997,200,6,2,3,18,14,1385,2996,0
1997,200,6,2,3,20,15,1385,2366,0
1998,200,6,2,3,19,14,1385,3265,0
1998,230,8,2,3,17,12,1385,3676,0
1998,200,6,2,3,19,14,1385,3427,0
1998,230,8,2,3,17,12,1385,3470,0
1998,200,6,2,3,21,16,1385,2898,0
1998,200,6,2,3,19,14,1385,2920,0
1998,200,6,2,3,21,16,1385,2580,0
1998,230,8,2,3,18,13,1385,3357,0
1998,200,6,2,3,21,16,1385,2996,0
1998,200,6,2,3,19,14,1385,2883,0
1998,200,6,2,3,21,16,1385,3094,0
1998,200,6,2,3,21,16,1385,2885,0
1998,230,8,2,3,17,12,1385,3419,0
1998,200,6,2,3,21,16,1385,2668,0
1998,200,6,2,3,19,14,1385,2789,0
1998,200,6,2,3,19,14,1385,3321,0
1998,230,8,2,3,18,13,1385,3342,0
1998,200,6,2,3,19,14,1385,3025,0
1998,200,6,2,3,21,16,1385,2653,0
1998,200,6,2,3,21,16,1385,2740,0
1998,200,6,2,3,21,16,1385,2639,0
1998,200,6,2,3,19,14,1385,3067,0
1998,200,6,2,3,21,16,1385,2817,0
1998,200,6,2,3,19,14,1385,3350,0
1998,200,6,2,3,19,14,1385,3282,0
1998,200,6,2,3,21,16,1385,2430,0
1999,230,8,3,3,17,13,1385,3696,1
1999,230,8,3,3,17,13,1385,4098,1
1998,230,8,2,3,17,13,1385,2949,0
1998,230,8,2,3,17,13,1385,3345,0
1998,230,8,2,3,17,13,1385,3034,0
1998,230,8,2,3,17,13,1385,2697,0
1998,255,8,2,3,18,12,1385,3360,0
1998,255,8,2,3,18,12,1385,3068,0
1998,255,8,2,3,18,12,1385,3090,0
1998,255,8,2,3,18,12,1385,2847,0
2012,621,12,2,3,18,12,617,211000,1
2012,510,12,2,3,18,12,617,158700,1
2012,429,8,2,3,24,15,617,114100,1
2012,536,8,2,3,22,15,617,151500,1
2013,621,12,2,3,18,12,617,213200,1
2013,536,8,2,3,22,15,617,153000,1
2013,429,8,2,3,24,15,617,115300,1
2013,510,12,2,3,18,12,617,160300,1
2014,621,12,2,3,18,12,617,215500,1
2014,429,8,2,3,24,15,617,116600,1
2014,510,12,2,3,18,12,617,162000,1
2014,536,8,2,3,22,15,617,154600,1
2015,208,4,4,2,38,26,617,31500,1
2015,208,4,4,2,32,24,617,33500,1
2015,355,4,4,2,31,23,617,48500,1
2016,208,4,4,2,38,26,617,32050,1
2016,375,4,4,2,31,23,617,49500,1
2016,208,4,4,2,33,24,617,34050,1
2017,208,4,4,2,38,26,617,32400,1
2017,208,4,4,2,32,23,617,34400,1
2017,375,4,4,2,30,23,617,49950,1
2001,225,6,2,2,27,17,204,29980,1
2001,225,6,2,2,27,17,204,27980,1
2002,225,6,2,2,27,17,204,28030,1
2002,225,6,2,2,27,17,204,30030,1
2003,260,6,2,2,26,17,204,32700,0
2003,260,6,2,2,27,17,204,30550,1
2003,225,6,2,2,27,17,204,30350,1
2003,225,6,2,2,27,17,204,28200,1
2003,260,6,2,2,26,17,204,30550,0
2004,140,4,4,2,31,22,1385,19505,1
2005,140,4,4,2,31,22,1385,19690,1
2007,268,6,2,1,25,17,617,54200,1
2007,475,8,2,1,18,12,617,89200,1
2007,268,6,2,1,25,17,617,46200,1
2007,382,8,2,1,22,15,617,62900,1
2007,382,8,2,1,22,15,617,54900,1
2008,268,6,2,1,25,17,617,46450,1
2008,382,8,2,1,22,15,617,55150,1
2008,500,8,2,1,19,12,617,135000,1
2008,382,8,2,1,21,15,617,63200,1
2008,475,8,2,1,18,12,617,89500,1
2008,268,6,2,1,25,17,617,54500,1
2009,268,6,2,2,25,17,617,56100,1
2009,382,8,2,2,21,15,617,64800,1
2009,382,8,2,2,22,15,617,56800,1
2009,268,6,2,2,25,17,617,48100,1
2015,402,8,4,2,26,17,617,73200,1
2015,577,8,4,2,22,16,617,106550,1
2015,329,6,4,2,30,20,617,65990,1
2015,329,6,4,2,28,20,617,68490,1
2015,402,8,4,2,24,17,617,75700,1
2016,329,6,4,2,30,20,617,66900,1
2016,329,6,4,2,26,19,617,69400,1
2016,577,8,4,2,22,16,617,107800,1
2016,402,8,4,2,25,17,617,76600,1
2016,402,8,4,2,26,17,617,74100,1
2017,402,8,4,2,26,18,617,74850,1
2017,402,8,4,2,25,17,617,77350,1
2017,577,8,4,2,22,16,617,108900,1
2008,148,4,2,1,33,24,1385,14410,0
2008,148,4,4,1,33,24,1385,15120,0
2008,260,4,2,1,30,22,1385,22335,0
2008,148,4,4,1,33,24,1385,14410,0
2008,173,4,4,1,32,22,1385,19695,0
2008,148,4,2,1,33,24,1385,15120,0
2008,173,4,2,1,32,22,1385,19695,0
2009,155,4,2,1,35,25,1385,16460,0
2009,155,4,4,1,35,25,1385,15660,0
2009,260,4,2,1,30,22,1385,23425,0
2009,155,4,2,1,35,25,1385,15660,0
2009,260,4,4,1,30,22,1385,23425,0
2009,155,4,4,1,37,25,1385,14990,0
2009,155,4,2,1,37,25,1385,14990,0
2009,155,4,4,1,35,25,1385,16460,0
2010,155,4,4,1,37,25,1385,15670,0
2010,260,4,2,1,30,22,1385,24535,0
2010,155,4,2,1,37,25,1385,14990,0
2010,155,4,4,1,37,25,1385,16470,0
2010,155,4,4,1,37,25,1385,14990,0
2010,155,4,2,1,37,25,1385,16470,0
2010,155,4,2,1,37,25,1385,15670,0
2012,300,8,4,1,20,14,1385,28340,1
2012,242,5,4,1,23,17,1385,29480,1
2012,185,4,4,1,24,18,1385,23030,0
2012,185,4,2,1,24,18,1385,20980,0
2012,242,5,4,1,21,16,1385,30320,1
2012,242,5,4,1,23,17,1385,26160,1
2012,242,5,4,1,23,17,1385,27490,1
2012,185,4,4,1,25,18,1385,22955,1
2012,185,4,4,1,25,18,1385,19730,0
2012,185,4,2,1,23,17,1385,24440,1
2012,185,4,2,1,25,18,1385,17475,0
2012,185,4,4,1,25,18,1385,24285,1
2012,185,4,4,1,23,17,1385,26620,1
2012,185,4,2,1,25,18,1385,20370,1
2012,300,8,4,1,20,14,1385,27010,1
2012,242,5,4,1,21,16,1385,28460,1
2015,200,4,4,1,25,19,1385,29220,1
2015,200,4,4,1,27,20,1385,29550,1
2015,305,6,4,1,26,18,1385,25850,1
2015,305,6,4,1,26,18,1385,28630,1
2015,200,4,4,1,27,20,1385,27110,1
2015,200,4,4,1,27,20,1385,24330,1
2015,200,4,4,1,25,19,1385,26885,1
2015,305,6,4,1,24,17,1385,30005,1
2015,305,6,4,1,24,17,1385,34415,1
2015,200,4,4,1,26,19,1385,21775,0
2015,305,6,4,1,24,17,1385,32085,1
2015,305,6,4,1,26,18,1385,30785,1
2015,305,6,4,1,24,17,1385,32385,1
2015,305,6,4,1,24,17,1385,34115,1
2015,200,4,4,1,27,20,1385,25170,1
2015,200,4,4,1,26,19,1385,20120,0
2015,200,4,4,1,27,20,1385,27630,1
2015,305,6,4,1,24,17,1385,29705,1
2015,200,4,4,1,25,19,1385,31555,1
2016,305,6,4,1,24,17,1385,30665,1
2016,305,6,4,1,24,17,1385,32895,1
2016,305,6,4,1,24,17,1385,35000,1
2016,305,6,4,1,24,17,1385,30365,1
2016,200,4,4,1,27,20,1385,28515,1
2016,305,6,4,1,24,17,1385,33195,1
2016,200,4,4,1,25,19,1385,30030,1
